Measurement E9M1
Title: E-89-037 Electroproduction of the P33(1232) Resonance
Spokespersons: V. Burkert, R. Minehart
Year: 2002
Q^2 range: 0.35 - 0.45
E_beam is not available
Data:
W	epsilon	cos(theta_pi)	phi_pi	dsigma/dOmega	Data errors	Systematic errors
GeV	dimensionless	dimensionless	deg	mcbn/srad	mcbn/srad	mcbn/srad
1.46	0.664	0.5	135	2.45	0.768	0.1834
1.46	0.664	0.5	165	0.469	0.283	0.0544
1.46	0.664	0.5	195	2.76	1.09	0.759
1.46	0.664	0.5	225	2.14	0.756	0.5816
1.46	0.664	0.5	255	3.32	0.641	0.3602
1.46	0.664	0.5	285	2.46	0.493	0.2369
1.46	0.664	0.5	315	1.72	0.45	0.1401
1.46	0.664	0.5	345	1.65	0.419	0.1373
1.46	0.664	0.7	15	1.54	0.347	1.3058
1.46	0.664	0.7	45	1.47	0.42	0.1712
1.46	0.664	0.7	75	2.6	0.545	0.2819
1.46	0.664	0.7	105	2.62	0.68	0.1728
1.46	0.664	0.7	135	1.88	0.649	0.4171
1.46	0.664	0.7	165	0.761	0.409	0.437
1.46	0.664	0.7	195	1.26	0.567	0.3305
1.46	0.664	0.7	225	1.11	0.495	0.2119
1.46	0.664	0.7	255	1.85	0.461	0.284
1.46	0.664	0.7	285	1.57	0.361	0.2555
1.46	0.664	0.7	315	1.29	0.371	0.0866
1.46	0.664	0.7	345	1.78	0.422	0.4527
1.46	0.664	0.9	15	2.18	0.706	0.352
1.46	0.664	0.9	45	2.13	0.766	0.3488
1.46	0.664	0.9	75	2.6	0.627	0.6191
1.46	0.664	0.9	105	1.38	0.407	0.3809
1.46	0.664	0.9	135	0.814	0.617	0.8884
1.46	0.664	0.9	165	0.72	0.807	0.2749
1.46	0.664	0.9	195	0.39	0.406	0.1763
1.46	0.664	0.9	225	0.678	0.52	0.246
1.46	0.664	0.9	255	0.646	0.282	0.1621
1.46	0.664	0.9	285	0.712	0.244	0.2761
1.46	0.664	0.9	315	1.54	0.607	0.1914
1.46	0.664	0.9	345	1.29	0.436	0.5403
Measurement E9M20
Title: E-89-037 Electroproduction of the P33(1232) Resonance
Spokespersons: V. Burkert, R. Minehart
Year: 2002
Q^2 range: 0.35 - 0.45
E_beam is not available
Data:
W	epsilon	cos(theta_pi)	phi_pi	dsigma/dOmega	Data errors	Systematic errors
GeV	dimensionless	dimensionless	deg	mcbn/srad	mcbn/srad	mcbn/srad
1.48	0.643	-0.9	15	0.264	0.164	0.1253
1.48	0.643	-0.9	45	0.893	0.342	0.7882
1.48	0.643	-0.9	75	0.474	0.26	0.1329
1.48	0.643	-0.9	105	2.91	1.72	0.5976
1.48	0.643	-0.9	135	0.563	0.426	0.4599
1.48	0.643	-0.9	165	2.67	1.12	0.6012
1.48	0.643	-0.9	195	4.25	1.88	1.1761
1.48	0.643	-0.9	225	3.01	1.53	0.5354
1.48	0.643	-0.9	255	0.792	0.51	0.2561
1.48	0.643	-0.9	285	0.661	0.299	0.2356
1.48	0.643	-0.9	315	0.202	0.122	0.1169
1.48	0.643	-0.9	345	0.159	0.0961	0.0539
1.48	0.643	-0.7	15	0.813	0.3	0.102
1.48	0.643	-0.7	45	1.41	0.523	0.1258
1.48	0.643	-0.7	75	2.12	0.882	0.2855
1.48	0.643	-0.7	105	2.31	0.699	0.3434
1.48	0.643	-0.7	135	1.93	0.824	0.3424
1.48	0.643	-0.7	195	2.81	3.24	1.4768
1.48	0.643	-0.7	225	1.46	0.614	0.323
1.48	0.643	-0.7	255	3.94	1.07	0.8453
1.48	0.643	-0.7	285	4.61	1.65	1.2598
1.48	0.643	-0.7	315	0.475	0.247	0.1204
1.48	0.643	-0.7	345	0.977	0.31	0.0467
1.48	0.643	-0.5	15	0.483	0.189	0.0564
1.48	0.643	-0.5	45	1.35	0.43	0.2229
1.48	0.643	-0.5	75	2.78	0.786	0.4116
1.48	0.643	-0.5	105	3.58	0.729	0.4102
1.48	0.643	-0.5	135	4.23	0.871	0.5532
1.48	0.643	-0.5	195	3.86	3.34	1.6587
1.48	0.643	-0.5	225	4.84	1.08	1.1015
1.48	0.643	-0.5	255	4.51	0.751	0.2455
1.48	0.643	-0.5	285	1.89	0.667	0.4261
1.48	0.643	-0.5	315	1.95	0.526	0.2623
1.48	0.643	-0.5	345	0.796	0.246	0.139
1.48	0.643	-0.3	15	1.56	0.34	0.4249
1.48	0.643	-0.3	45	2	0.594	0.0939
1.48	0.643	-0.3	75	4.01	0.803	0.1881
1.48	0.643	-0.3	105	3.28	0.562	0.1379
1.48	0.643	-0.3	135	4.29	0.993	0.3573
1.48	0.643	-0.3	225	3.81	0.886	1.132
1.48	0.643	-0.3	255	4.05	0.627	0.2402
1.48	0.643	-0.3	285	3.28	0.683	0.2011
1.48	0.643	-0.3	315	2.72	0.647	0.4305
1.48	0.643	-0.3	345	1.53	0.342	0.1879
1.48	0.643	-0.1	15	2.58	0.527	0.3788
1.48	0.643	-0.1	45	3.01	0.652	0.267
1.48	0.643	-0.1	75	4.89	0.816	0.4253
1.48	0.643	-0.1	105	5.22	0.798	0.4163
1.48	0.643	-0.1	135	2.32	0.883	0.3612
1.48	0.643	-0.1	165	1.73	1.31	0.4916
1.48	0.643	-0.1	195	0.865	0.639	0.3732
1.48	0.643	-0.1	225	3.97	1.28	0.5741
1.48	0.643	-0.1	255	3.48	0.558	0.196
1.48	0.643	-0.1	285	3.28	0.593	0.424
1.48	0.643	-0.1	315	2.33	0.628	0.3012
1.48	0.643	-0.1	345	1.54	0.358	0.4222
1.48	0.643	0.1	15	2.95	0.711	0.3561
1.48	0.643	0.1	45	2.91	0.639	0.1465
1.48	0.643	0.1	75	3.42	0.564	0.4835
1.48	0.643	0.1	105	4.13	0.672	0.9945
1.48	0.643	0.1	135	3.72	1.09	0.314
1.48	0.643	0.1	165	2.32	0.975	0.4316
1.48	0.643	0.1	195	3.89	1.21	0.4967
1.48	0.643	0.1	225	4.01	1.22	0.5267
1.48	0.643	0.1	255	5.36	0.851	0.3387
1.48	0.643	0.1	285	3.06	0.595	0.0733
1.48	0.643	0.1	315	2.59	0.615	0.0808
1.48	0.643	0.1	345	2.17	0.623	0.241
1.48	0.643	0.3	15	2.63	0.687	0.2131
1.48	0.643	0.3	45	3	0.754	0.0923
1.48	0.643	0.3	75	4.12	0.683	0.1437
1.48	0.643	0.3	105	4.58	0.788	0.3374
1.48	0.643	0.3	135	3.39	0.893	0.4979
1.48	0.643	0.3	165	2.83	0.946	0.5447
1.48	0.643	0.3	195	2.48	0.935	0.5847
1.48	0.643	0.3	225	5.67	1.45	0.6442
1.48	0.643	0.3	255	4.8	0.906	0.7299
1.48	0.643	0.3	285	3.88	0.623	0.1367
1.48	0.643	0.3	315	2.46	0.613	0.3738
1.48	0.643	0.3	345	1.59	0.406	0.1087
1.48	0.643	0.5	15	2.19	0.514	0.3788
1.48	0.643	0.5	45	3.16	0.756	0.3867
1.48	0.643	0.5	75	3.46	0.614	0.2416
1.48	0.643	0.5	105	2.23	0.517	0.1227
1.48	0.643	0.5	135	2.21	0.629	0.3893
1.48	0.643	0.5	165	1.02	0.414	0.3114
1.48	0.643	0.5	195	2.25	0.78	0.3146
1.48	0.643	0.5	225	2.94	0.665	0.8387
1.48	0.643	0.5	255	2.67	0.561	0.1753
1.48	0.643	0.5	285	2.89	0.526	0.2165
1.48	0.643	0.5	315	1.7	0.49	0.228
1.48	0.643	0.5	345	2.51	0.604	0.6418
1.48	0.643	0.7	15	3.42	0.832	0.5792
1.48	0.643	0.7	45	2.55	0.657	0.4
1.48	0.643	0.7	75	2.95	0.561	0.371
1.48	0.643	0.7	105	2.61	0.618	0.1746
1.48	0.643	0.7	135	1.04	0.394	0.135
1.48	0.643	0.7	165	2.85	1.06	0.8422
1.48	0.643	0.7	195	1.18	0.495	0.2838
1.48	0.643	0.7	225	1.44	0.546	0.2171
1.48	0.643	0.7	255	2.81	0.609	0.303
1.48	0.643	0.7	285	2.36	0.491	0.1427
1.48	0.643	0.7	315	2.23	0.528	0.3761
1.48	0.643	0.7	345	1.58	0.379	0.532
1.48	0.643	0.9	15	3.61	1.05	0.4666
1.48	0.643	0.9	45	1.79	0.608	0.327
1.48	0.643	0.9	75	1.64	0.416	0.5487
1.48	0.643	0.9	105	1.37	0.513	0.239
1.48	0.643	0.9	135	0.505	0.375	0.2992
1.48	0.643	0.9	165	0.451	0.467	0.252
1.48	0.643	0.9	195	0.381	0.4	0.2509
1.48	0.643	0.9	225	0.777	0.42	0.1307
1.48	0.643	0.9	255	1.3	0.459	0.4542
1.48	0.643	0.9	285	2.41	0.567	0.4036
1.48	0.643	0.9	315	1.09	0.441	0.5156
1.48	0.643	0.9	345	1.54	0.48	0.882
Measurement E9M21
Title: E-89-037 Electroproduction of the P33(1232) Resonance
Spokespersons: V. Burkert, R. Minehart
Year: 2002
Q^2 range: 0.35 - 0.45
E_beam is not available
Data:
W	epsilon	cos(theta_pi)	phi_pi	dsigma/dOmega	Data errors	Systematic errors
GeV	dimensionless	dimensionless	deg	mcbn/srad	mcbn/srad	mcbn/srad
1.5	0.621	-0.9	15	0.22	0.136	0.0572
1.5	0.621	-0.9	45	1.19	0.463	0.1282
1.5	0.621	-0.9	75	0.892	0.562	0.2765
1.5	0.621	-0.9	105	0.359	0.217	0.2951
1.5	0.621	-0.9	135	2.02	0.927	1.5182
1.5	0.621	-0.9	165	2.28	1.14	0.5766
1.5	0.621	-0.9	195	1.03	0.52	0.0983
1.5	0.621	-0.9	225	1.04	0.814	0.4939
1.5	0.621	-0.9	255	0.973	0.743	0.2908
1.5	0.621	-0.9	285	1.15	0.502	0.2629
1.5	0.621	-0.9	315	0.381	0.204	0.2357
1.5	0.621	-0.9	345	0.318	0.173	0.275
1.5	0.621	-0.7	15	0.561	0.201	0.1228
1.5	0.621	-0.7	45	0.926	0.405	0.2397
1.5	0.621	-0.7	75	2.19	0.81	0.423
1.5	0.621	-0.7	105	3.18	0.881	0.3724
1.5	0.621	-0.7	135	2.43	0.885	0.6624
1.5	0.621	-0.7	165	2.67	2.24	1.8981
1.5	0.621	-0.7	195	9.2	8.41	8.5211
1.5	0.621	-0.7	225	4.32	1.2	0.6402
1.5	0.621	-0.7	255	2.64	0.8	0.4122
1.5	0.621	-0.7	285	1.03	0.391	0.3481
1.5	0.621	-0.7	315	1.5	0.588	0.357
1.5	0.621	-0.7	345	1.34	0.406	0.2407
1.5	0.621	-0.5	15	0.969	0.264	0.0961
1.5	0.621	-0.5	45	2.59	0.765	0.167
1.5	0.621	-0.5	75	4.32	0.982	0.5147
1.5	0.621	-0.5	105	3.35	0.63	0.1212
1.5	0.621	-0.5	135	2.85	0.676	0.3294
1.5	0.621	-0.5	225	3.52	0.859	0.6113
1.5	0.621	-0.5	255	4.79	0.844	0.1331
1.5	0.621	-0.5	285	2.34	0.598	0.2703
1.5	0.621	-0.5	315	1.83	0.625	0.3017
1.5	0.621	-0.5	345	1.42	0.369	0.1722
1.5	0.621	-0.3	15	1.79	0.401	0.2359
1.5	0.621	-0.3	45	1.69	0.479	0.2859
1.5	0.621	-0.3	75	2.52	0.486	0.5966
1.5	0.621	-0.3	105	7.11	0.993	0.8514
1.5	0.621	-0.3	135	3.9	0.995	1.0818
1.5	0.621	-0.3	225	2.88	0.771	0.42
1.5	0.621	-0.3	255	4.59	0.716	0.4626
1.5	0.621	-0.3	285	6.19	1.06	0.4038
1.5	0.621	-0.3	315	3.17	0.757	0.6156
1.5	0.621	-0.3	345	1.76	0.388	0.2277
1.5	0.621	-0.1	15	1.49	0.355	0.1179
1.5	0.621	-0.1	45	3.48	0.771	0.2188
1.5	0.621	-0.1	75	3.12	0.575	0.1535
1.5	0.621	-0.1	105	4.69	0.681	0.7501
1.5	0.621	-0.1	135	4.67	1.31	0.2924
1.5	0.621	-0.1	165	2.36	0.932	0.6464
1.5	0.621	-0.1	195	6.76	2.86	2.2432
1.5	0.621	-0.1	225	4.58	1.49	0.96
1.5	0.621	-0.1	255	4.28	0.676	0.1627
1.5	0.621	-0.1	285	5.73	0.903	0.6328
1.5	0.621	-0.1	315	3.24	0.792	0.4669
1.5	0.621	-0.1	345	2.82	0.573	0.5417
1.5	0.621	0.1	15	2.47	0.824	0.5345
1.5	0.621	0.1	45	2.98	0.649	0.2199
1.5	0.621	0.1	75	4.6	0.736	0.4252
1.5	0.621	0.1	105	4.4	0.743	0.2243
1.5	0.621	0.1	135	4.34	1.15	0.5972
1.5	0.621	0.1	165	4.03	1.4	0.9558
1.5	0.621	0.1	195	5.94	1.83	2.1058
1.5	0.621	0.1	225	4.3	1.11	0.5601
1.5	0.621	0.1	255	3.52	0.557	0.6557
1.5	0.621	0.1	285	5.28	0.724	0.219
1.5	0.621	0.1	315	2.38	0.545	0.1285
1.5	0.621	0.1	345	5.34	1.35	0.4205
1.5	0.621	0.3	15	2.69	0.886	0.5613
1.5	0.621	0.3	45	4.2	0.849	0.438
1.5	0.621	0.3	75	4.15	0.654	0.107
1.5	0.621	0.3	105	4.71	0.793	0.4608
1.5	0.621	0.3	135	3.24	0.781	0.6281
1.5	0.621	0.3	165	2.57	0.8	0.7246
1.5	0.621	0.3	195	2.82	0.992	0.3924
1.5	0.621	0.3	225	3.49	0.868	0.4738
1.5	0.621	0.3	255	4.05	0.745	0.2624
1.5	0.621	0.3	285	4.92	0.75	0.2833
1.5	0.621	0.3	315	4.67	0.949	0.4548
1.5	0.621	0.3	345	1.64	0.519	0.0561
1.5	0.621	0.5	15	2.63	0.745	0.3775
1.5	0.621	0.5	45	2.41	0.547	0.6893
1.5	0.621	0.5	75	2.88	0.504	0.1351
1.5	0.621	0.5	105	3.56	0.715	0.1107
1.5	0.621	0.5	135	2.68	0.604	0.1198
1.5	0.621	0.5	165	1.91	0.598	0.2712
1.5	0.621	0.5	195	4	1.18	0.9955
1.5	0.621	0.5	225	3.31	0.7	0.2515
1.5	0.621	0.5	255	4.68	0.883	0.4087
1.5	0.621	0.5	285	3.69	0.638	0.4063
1.5	0.621	0.5	315	2.59	0.657	0.1361
1.5	0.621	0.5	345	2.21	0.563	0.2932
1.5	0.621	0.7	15	2.44	0.643	0.8978
1.5	0.621	0.7	45	2.49	0.623	0.1076
1.5	0.621	0.7	75	3.55	0.623	0.4503
1.5	0.621	0.7	105	4.01	0.952	0.9688
1.5	0.621	0.7	135	1.67	0.525	0.2016
1.5	0.621	0.7	165	1.18	0.742	0.335
1.5	0.621	0.7	195	3.22	1.29	0.7714
1.5	0.621	0.7	225	0.964	0.308	0.3187
1.5	0.621	0.7	255	1.49	0.39	0.0572
1.5	0.621	0.7	285	2.43	0.476	0.1011
1.5	0.621	0.7	315	3.07	0.873	0.6685
1.5	0.621	0.7	345	1.56	0.41	0.4579
1.5	0.621	0.9	15	1.84	0.635	0.6464
1.5	0.621	0.9	45	2.12	0.726	0.6996
1.5	0.621	0.9	75	2.3	0.5	0.5164
1.5	0.621	0.9	105	3.28	0.902	0.8311
1.5	0.621	0.9	135	1.58	0.629	0.7085
1.5	0.621	0.9	165	0.762	0.478	0.236
1.5	0.621	0.9	195	1.24	0.73	0.4228
1.5	0.621	0.9	225	1.07	0.607	0.4867
1.5	0.621	0.9	255	1.69	0.551	0.5454
1.5	0.621	0.9	285	1.94	0.515	0.3139
1.5	0.621	0.9	315	3.08	1.15	0.924
1.5	0.621	0.9	345	6.44	2.39	2.4818
Measurement E9M22
Title: E-89-037 Electroproduction of the P33(1232) Resonance
Spokespersons: V. Burkert, R. Minehart
Year: 2002
Q^2 range: 0.35 - 0.45
E_beam is not available
Data:
W	epsilon	cos(theta_pi)	phi_pi	dsigma/dOmega	Data errors	Systematic errors
GeV	dimensionless	dimensionless	deg	mcbn/srad	mcbn/srad	mcbn/srad
1.52	0.597	-0.9	15	0.245	0.119	0.1006
1.52	0.597	-0.9	45	0.615	0.301	0.0866
1.52	0.597	-0.9	75	0.964	0.6	0.0956
1.52	0.597	-0.9	105	1.16	0.748	0.523
1.52	0.597	-0.9	135	3.82	4.68	2.6806
1.52	0.597	-0.9	165	1.39	0.796	0.9169
1.52	0.597	-0.9	195	1.46	0.756	1.0365
1.52	0.597	-0.9	225	1.01	0.772	1.0711
1.52	0.597	-0.9	255	1.68	1.11	0.5057
1.52	0.597	-0.9	285	1.91	0.793	0.3453
1.52	0.597	-0.9	315	0.782	0.357	0.1962
1.52	0.597	-0.9	345	0.572	0.231	0.0766
1.52	0.597	-0.7	15	0.678	0.226	0.1741
1.52	0.597	-0.7	45	1.5	0.61	0.2383
1.52	0.597	-0.7	75	1.05	0.429	0.1642
1.52	0.597	-0.7	105	2.41	0.654	0.1351
1.52	0.597	-0.7	135	3.89	1.03	0.5966
1.52	0.597	-0.7	195	2.06	2.38	1.784
1.52	0.597	-0.7	225	1.82	0.675	0.1647
1.52	0.597	-0.7	255	3.66	0.991	0.5643
1.52	0.597	-0.7	285	0.702	0.329	0.2467
1.52	0.597	-0.7	315	1.46	0.572	0.0963
1.52	0.597	-0.7	345	1.08	0.347	0.1068
1.52	0.597	-0.5	15	1.01	0.276	0.1138
1.52	0.597	-0.5	45	0.665	0.283	0.2081
1.52	0.597	-0.5	75	1.9	0.531	0.2263
1.52	0.597	-0.5	105	3.13	0.611	0.488
1.52	0.597	-0.5	135	4.1	0.963	0.5386
1.52	0.597	-0.5	225	1.93	0.46	0.3379
1.52	0.597	-0.5	255	1.81	0.355	0.2564
1.52	0.597	-0.5	285	1.93	0.543	0.2203
1.52	0.597	-0.5	315	1.27	0.388	0.2873
1.52	0.597	-0.5	345	1.18	0.346	0.1688
1.52	0.597	-0.3	15	2.08	0.472	0.2187
1.52	0.597	-0.3	45	3.78	0.888	0.4796
1.52	0.597	-0.3	75	3.58	0.677	0.2845
1.52	0.597	-0.3	105	4.43	0.688	0.4077
1.52	0.597	-0.3	135	2.68	0.946	0.1174
1.52	0.597	-0.3	165	3.29	3.81	2.1587
1.52	0.597	-0.3	195	15.3	14	8.3591
1.52	0.597	-0.3	225	6.66	2.04	0.6922
1.52	0.597	-0.3	255	3.28	0.543	0.1821
1.52	0.597	-0.3	285	3.72	0.664	0.4537
1.52	0.597	-0.3	315	2.66	0.728	0.1307
1.52	0.597	-0.3	345	1.13	0.276	0.0608
1.52	0.597	-0.1	15	1.75	0.472	0.3133
1.52	0.597	-0.1	45	2.53	0.603	0.1195
1.52	0.597	-0.1	75	4.35	0.653	0.7684
1.52	0.597	-0.1	105	4.25	0.694	0.0689
1.52	0.597	-0.1	135	4.58	1.64	1.2175
1.52	0.597	-0.1	165	3.47	1.33	0.1135
1.52	0.597	-0.1	195	2.14	0.754	0.5691
1.52	0.597	-0.1	225	5.72	1.87	1.4748
1.52	0.597	-0.1	255	4.82	0.765	0.618
1.52	0.597	-0.1	285	3.66	0.581	0.6461
1.52	0.597	-0.1	315	2.42	0.695	0.2912
1.52	0.597	-0.1	345	2.43	0.523	0.3745
1.52	0.597	0.1	15	2.14	0.882	0.5746
1.52	0.597	0.1	45	3.68	0.796	0.3377
1.52	0.597	0.1	75	4.25	0.618	0.5473
1.52	0.597	0.1	105	3.98	0.672	0.1664
1.52	0.597	0.1	135	6.87	1.5	0.635
1.52	0.597	0.1	165	3.94	1.1	0.4642
1.52	0.597	0.1	195	2.14	0.721	0.2834
1.52	0.597	0.1	225	5.61	1.23	0.523
1.52	0.597	0.1	255	2.88	0.526	0.3189
1.52	0.597	0.1	285	4.04	0.629	0.1067
1.52	0.597	0.1	315	3.4	0.791	0.1036
1.52	0.597	0.1	345	1.22	0.528	0.144
1.52	0.597	0.3	15	3.65	1.21	0.6935
1.52	0.597	0.3	45	3.88	0.861	0.0384
1.52	0.597	0.3	75	4.86	0.702	0.5346
1.52	0.597	0.3	105	3.73	0.726	0.1666
1.52	0.597	0.3	135	4.35	0.976	0.8636
1.52	0.597	0.3	165	2.28	0.711	0.3104
1.52	0.597	0.3	195	3.52	1.11	0.5596
1.52	0.597	0.3	225	5.94	1.11	0.9253
1.52	0.597	0.3	255	5.13	0.899	0.2399
1.52	0.597	0.3	285	4.2	0.636	0.5474
1.52	0.597	0.3	315	3.46	0.772	0.5513
1.52	0.597	0.3	345	0.983	0.427	0.3944
1.52	0.597	0.5	15	2.17	0.9	0.2958
1.52	0.597	0.5	45	3.22	0.761	0.2385
1.52	0.597	0.5	75	2.38	0.425	0.4022
1.52	0.597	0.5	105	3.07	0.619	0.3714
1.52	0.597	0.5	135	1.88	0.496	0.194
1.52	0.597	0.5	165	3.13	1.08	0.7039
1.52	0.597	0.5	195	3.55	1.02	0.6482
1.52	0.597	0.5	225	2.69	0.538	0.263
1.52	0.597	0.5	255	2.99	0.681	0.104
1.52	0.597	0.5	285	5.06	0.748	0.2952
1.52	0.597	0.5	315	2.3	0.676	0.2761
1.52	0.597	0.5	345	2.4	0.885	0.3301
1.52	0.597	0.7	15	1.59	0.526	0.1531
1.52	0.597	0.7	45	2.4	0.604	0.3103
1.52	0.597	0.7	75	1.63	0.35	0.1786
1.52	0.597	0.7	105	2.79	0.738	0.4131
1.52	0.597	0.7	135	1.76	0.534	0.1751
1.52	0.597	0.7	165	2.93	1.02	0.6561
1.52	0.597	0.7	195	2.23	0.743	0.4376
1.52	0.597	0.7	225	1.14	0.382	0.1381
1.52	0.597	0.7	255	2.03	0.517	0.1311
1.52	0.597	0.7	285	2.07	0.41	0.2371
1.52	0.597	0.7	315	2.5	0.648	0.049
1.52	0.597	0.7	345	1.25	0.443	0.4093
1.52	0.597	0.9	15	1.92	0.722	0.4626
1.52	0.597	0.9	45	2.59	0.869	0.6237
1.52	0.597	0.9	75	1.74	0.386	0.4882
1.52	0.597	0.9	105	0.736	0.225	0.4156
1.52	0.597	0.9	135	0.508	0.309	0.117
1.52	0.597	0.9	165	0.476	0.295	0.2635
1.52	0.597	0.9	195	0.339	0.208	0.2594
1.52	0.597	0.9	225	0.54	0.287	0.1561
1.52	0.597	0.9	255	1.52	0.523	0.4042
1.52	0.597	0.9	285	2.74	0.617	0.8106
1.52	0.597	0.9	315	2.25	0.842	0.5886
1.52	0.597	0.9	345	4.57	2.25	1.9879
Measurement E9M23
Title: E-89-037 Electroproduction of the P33(1232) Resonance
Spokespersons: V. Burkert, R. Minehart
Year: 2002
Q^2 range: 0.35 - 0.45
E_beam is not available
Data:
W	epsilon	cos(theta_pi)	phi_pi	dsigma/dOmega	Data errors	Systematic errors
GeV	dimensionless	dimensionless	deg	mcbn/srad	mcbn/srad	mcbn/srad
1.54	0.573	-0.9	15	0.449	0.245	0.1377
1.54	0.573	-0.9	45	0.776	0.335	0.2551
1.54	0.573	-0.9	75	1.62	0.719	0.4886
1.54	0.573	-0.9	105	0.568	0.428	0.2095
1.54	0.573	-0.9	135	2.07	1.47	0.6629
1.54	0.573	-0.9	195	0.649	0.401	0.1093
1.54	0.573	-0.9	225	0.459	0.482	0.3995
1.54	0.573	-0.9	255	0.793	0.389	1.1246
1.54	0.573	-0.9	285	3.01	1.34	0.8108
1.54	0.573	-0.9	315	0.879	0.409	0.229
1.54	0.573	-0.9	345	1.22	0.472	0.3723
1.54	0.573	-0.7	15	1.26	0.344	0.1214
1.54	0.573	-0.7	45	1.02	0.428	0.2429
1.54	0.573	-0.7	75	1.73	0.679	0.2259
1.54	0.573	-0.7	105	1.55	0.438	0.2607
1.54	0.573	-0.7	135	2.4	0.826	0.3436
1.54	0.573	-0.7	225	1.45	0.579	0.1676
1.54	0.573	-0.7	255	1.17	0.37	0.2198
1.54	0.573	-0.7	285	1.29	0.474	0.216
1.54	0.573	-0.7	315	1.31	0.436	0.1404
1.54	0.573	-0.7	345	1.26	0.363	0.2111
1.54	0.573	-0.5	15	0.609	0.206	0.0991
1.54	0.573	-0.5	45	1.42	0.45	0.1887
1.54	0.573	-0.5	75	2.96	0.667	0.3337
1.54	0.573	-0.5	105	3.04	0.619	0.5743
1.54	0.573	-0.5	135	2.15	0.725	0.2541
1.54	0.573	-0.5	225	0.815	0.29	0.3712
1.54	0.573	-0.5	255	2.19	0.447	0.0882
1.54	0.573	-0.5	285	1.72	0.462	0.544
1.54	0.573	-0.5	315	2.75	0.716	0.265
1.54	0.573	-0.5	345	1.34	0.377	0.1693
1.54	0.573	-0.3	15	1.44	0.308	0.3241
1.54	0.573	-0.3	45	2.28	0.579	0.3012
1.54	0.573	-0.3	75	3.44	0.643	0.1201
1.54	0.573	-0.3	105	3.66	0.668	0.5091
1.54	0.573	-0.3	135	2.53	0.914	1.3088
1.54	0.573	-0.3	165	1.7	0.87	1.3134
1.54	0.573	-0.3	195	1.64	0.949	2.6918
1.54	0.573	-0.3	225	1.83	0.711	0.3977
1.54	0.573	-0.3	255	2.86	0.496	0.3081
1.54	0.573	-0.3	285	3.47	0.662	0.2386
1.54	0.573	-0.3	315	1.64	0.463	0.1566
1.54	0.573	-0.3	345	1.04	0.277	0.129
1.54	0.573	-0.1	15	1.18	0.33	0.1294
1.54	0.573	-0.1	45	1.57	0.42	0.11
1.54	0.573	-0.1	75	2.82	0.515	0.2534
1.54	0.573	-0.1	105	3.63	0.656	0.1639
1.54	0.573	-0.1	135	2.01	0.556	0.8687
1.54	0.573	-0.1	165	2.06	0.907	0.3006
1.54	0.573	-0.1	195	2.9	1.28	0.4201
1.54	0.573	-0.1	225	2.29	0.89	0.4715
1.54	0.573	-0.1	255	4.32	0.732	0.3006
1.54	0.573	-0.1	285	4.64	0.745	0.3822
1.54	0.573	-0.1	315	3.32	0.729	0.2493
1.54	0.573	-0.1	345	2.03	0.455	0.142
1.54	0.573	0.1	15	1.09	0.678	0.3219
1.54	0.573	0.1	45	3.05	0.81	0.5447
1.54	0.573	0.1	75	3.39	0.55	0.2987
1.54	0.573	0.1	105	5.59	0.955	0.4354
1.54	0.573	0.1	135	2.63	0.576	0.4553
1.54	0.573	0.1	165	0.748	0.356	0.3846
1.54	0.573	0.1	195	2.28	0.708	0.2678
1.54	0.573	0.1	225	2.39	0.578	0.5869
1.54	0.573	0.1	255	4.9	0.914	0.9856
1.54	0.573	0.1	285	2.94	0.517	0.196
1.54	0.573	0.1	315	1.96	0.516	0.177
1.54	0.573	0.1	345	1.09	0.475	0.1321
1.54	0.573	0.3	15	1.07	0.471	0.0274
1.54	0.573	0.3	45	2.27	0.624	0.415
1.54	0.573	0.3	75	3.87	0.578	0.2391
1.54	0.573	0.3	105	5.02	0.971	0.4106
1.54	0.573	0.3	135	3.23	0.667	0.3137
1.54	0.573	0.3	165	2.69	1.01	0.8372
1.54	0.573	0.3	195	2.12	0.701	0.2214
1.54	0.573	0.3	225	3.24	0.669	0.2147
1.54	0.573	0.3	255	4.54	0.878	0.3285
1.54	0.573	0.3	285	3.34	0.524	0.095
1.54	0.573	0.3	315	1.66	0.481	0.082
1.54	0.573	0.3	345	2.44	0.919	0.1361
1.54	0.573	0.5	15	1.84	0.796	0.1736
1.54	0.573	0.5	45	1.91	0.518	0.0507
1.54	0.573	0.5	75	2.78	0.464	0.4165
1.54	0.573	0.5	105	2.16	0.512	0.2216
1.54	0.573	0.5	135	0.888	0.274	0.1242
1.54	0.573	0.5	165	0.611	0.221	0.4599
1.54	0.573	0.5	195	5.15	1.53	1.3585
1.54	0.573	0.5	225	2.75	0.588	0.1445
1.54	0.573	0.5	255	2.66	0.522	1.0918
1.54	0.573	0.5	285	2.42	0.464	0.1482
1.54	0.573	0.5	315	2.31	0.629	0.2597
1.54	0.573	0.5	345	2.64	1.28	0.9418
1.54	0.573	0.7	15	0.807	0.301	0.1195
1.54	0.573	0.7	45	1.57	0.446	0.1984
1.54	0.573	0.7	75	2.32	0.516	0.0838
1.54	0.573	0.7	105	3.07	0.749	0.2407
1.54	0.573	0.7	135	1.41	0.387	0.2372
1.54	0.573	0.7	165	1.03	0.466	0.1119
